id,created,french,korean
3ebb4c23-0642-4552-b9b4-d93e17f8bc74,2025-03-24 20:11:59,expression,표현
dda6a998-25e6-42ba-bde4-d3c4b177e3a9,2025-03-25 21:04:55,fermement,꼭
501a60d7-ade2-48f5-a18f-ec900fd5cd3d,2025-03-25 21:01:45,finir,마치다
7f2aaeff-af6b-45bb-ab89-3dae757502a2,2025-03-13 15:46:43,fourchette,포크
f6254922-6945-464f-a1ca-fd74ca6bcc7a,2025-03-26 16:09:47,fumer,피우다
d29075b1-eb2e-4e96-b968-afd007314b94,2025-03-24 20:10:24,gentil,친절하다
1d7076b4-6766-4096-b461-e34ec733592c,2025-03-27 15:58:32,glisser,미끄러지다
16e6a6bf-20ce-4aee-8f15-57da75d9118b,2025-03-24 20:00:59,grammaire,문법
a6cac8df-7e33-47fa-ac8f-a40c1ab3841c,2025-03-27 15:18:23,habits, 의상
135aac26-3f85-4df7-8c60-66d5b0f191c4,2025-03-25 21:48:13,hausser,올리다
b912a588-1518-42b1-b109-afb32eee703e,2025-03-24 20:03:16,hôpital,병원
04274816-2c1e-4a62-9a94-1447c171ad4d,2025-03-24 20:26:55,ignorer,무시하다
b23ecc8c-9e85-4267-831c-dfc8e4502c77,2025-03-28 17:47:34,ingrédient,재료
9314a1bf-f873-4774-8e21-fe82a7c23c72,2025-03-26 16:02:53,interdiction de fumer,금연
6d10ccb0-40b8-493d-9d8a-12c16a1eda2b,2025-03-26 16:22:00,jeter,버리다
fe51684c-98da-4e53-9bd2-614e99f01b6e,2025-03-28 14:40:11,joie,기쁨
e069e1ba-716e-4e06-99a2-249d2bf64c17,2025-03-28 14:35:38,journal,신문
655a2cf2-5c4a-422b-85e5-7d14887e0cfb,2025-03-25 21:39:33,le plus,가장
605f529e-deb7-4109-8ca4-f059f77754eb,2025-03-26 16:09:00,lieu,곳
572c24d6-985d-491a-b2b9-a5f512df7bff,2025-03-25 21:41:05,livraison,배달
75fd3cfb-fa5e-485c-8c60-406fb2c0abfc,2025-03-25 21:46:35,livraison à domicile,택배
2aab007e-d3f9-4117-8e8c-e1271f93f493,2025-03-25 21:15:02,livreur,배달자
5dbbd00b-1f3f-47f7-b941-7a3b39e236af,2025-03-28 17:48:22,lorsque,때
9ede20fb-b831-4c29-8988-ddce1ed800cb,2025-03-24 20:04:39,magasin,가게
0488b7e7-1271-4dab-ac7c-66555ce16c34,2025-03-25 21:36:51,maintenant,이제
d658463d-5b34-43f1-ad3e-e25e935a2adb,2025-03-25 21:36:30,maintenant,지금
9a4ddfc9-b191-45f9-800f-442f81417e95,2025-03-25 21:42:10,maquillage,조립
9e01c833-0b5e-4afe-9e81-055ae7ee4452,2025-03-27 15:21:17,mariage,결혼
183bd34b-993f-4fa2-95ea-8e8084934985,2025-03-25 20:59:58,meilleur,제일
46c172a4-7981-4aae-a476-c5e0942911ce,2025-03-28 14:38:50,monnaie,잔돈
cf04cc5b-6f51-4e3d-b08d-7e41634c94dd,2025-03-26 16:19:25,mégot,꽁초
083ebfcd-3063-4a65-aab3-68067bd3ad63,2025-03-28 14:40:26,méthode,방법
08398b65-6f95-4372-81ea-f7ffdc9437a6,2025-03-25 21:27:13,n'importe lequel,아무거나
262e12dc-eff4-4575-9d55-ce164a7add7f,2025-03-25 21:20:18,n'importe où,아무데나
4b552328-9aa3-4770-af63-35d74fef9895,2025-03-25 21:04:16,n'importe qui,아무나
444fd068-4d8f-47bf-b903-5539c24a10c6,2025-03-25 21:03:59,n'importe qui,누구나
1321860d-e696-4f72-a527-72b52f90c8e9,2025-03-24 17:09:15,niveau supérieur,고등
1751075d-9bb1-4bcb-96bf-f06d5f4db550,2025-03-25 15:38:57,normalement,보통
3f033e10-fe25-49f6-a783-928f9064ea42,2025-03-26 16:23:00,nouvelle année,새해
18e37b47-a435-45be-9cbf-2fd389854809,2025-03-28 14:36:48,numéro,번호
9d0dec50-e583-481e-a0cf-e52b97fcd51e,2025-03-24 20:22:30,obtenir un emploi,취직하다
713ba6af-03c4-45b5-9f80-926765807fe8,2025-03-25 21:01:53,ou,또는
9267dc31-b411-4c3e-8542-43a7b4adeb43,2025-03-25 21:50:20,ouverture,시작
d8d66653-4ecd-48fd-9882-061dcdec1d6b,2025-03-28 14:36:08,papier,종이
b8145942-ef15-46db-bca2-d482ad36d67b,2025-03-25 20:54:22,par quelqu'un,한테
42bf3e4f-96d8-4d05-af27-e176501660c6,2025-03-25 21:14:08,par quelqu'un,에게
360c9051-cfeb-4018-aeda-61720c9a51da,2025-03-26 16:18:48,pareil,같다
a65d261f-12e9-4a32-8140-7a5766244ecb,2025-03-25 20:58:54,parfois,가끔
16da0872-7b30-4084-8838-71b86781fb78,2025-03-27 15:37:38,particularité,고유
6a82127c-7ab8-48f2-a839-3ea5a7357164,2025-03-24 20:27:23,pas savoir,모르다
f15b7b5c-4b15-436f-90a4-fb992d031462,2025-03-27 16:12:46,patate,감자
caaf4004-e41c-4f9e-9b29-68dfad38f9d9,2025-03-25 21:24:59,patient,환자
43c7b4aa-ed0a-4beb-bbf6-a581d80f9786,2025-03-28 14:36:25,patriotisme,애국심
416c20ed-bed1-4d7e-80fc-438c6c293b8e,2025-03-26 16:10:19,payer,내다
28200e86-0913-4949-8835-6e2198406f3c,2025-03-25 21:47:21,pays natal,고향
15ef8295-2eab-4b40-9925-28a1c43242bf,2025-03-28 14:40:54,plage,해변
1652e194-639c-4aad-9f70-80fd8137c94d,2025-03-25 21:17:46,porter,쓰다
b2176ea5-6a88-4c59-97e7-2f24e378c3db,2025-03-28 17:45:06,poudre de piment,고춧가루
b2cbc171-1cd9-4141-88f9-fac2c31181ce,2025-03-28 17:47:39,prix,가격
28c84ff6-6efe-45bd-8656-74a7f72709af,2025-03-25 21:42:57,produit de beauté,화장품
9b0a49cd-04b1-4ef9-9b4d-13fd2a3f668c,2025-03-24 20:21:39,prononciation,발음
3d5c7384-6865-4b8c-bc28-20cdd88f87f3,2025-03-25 21:14:31,préparation,준비
8562be9d-1f85-4ed4-aab5-ecb32000ecc5,2025-03-25 21:21:00,quitter le bureau,퇴근
95ff8620-b3b6-4a7c-a8ec-c59c7cba4270,2025-03-25 21:33:59,relativement,꽤
cf1cb6d0-af82-405a-be8d-5e5c4f0d9783,2025-03-25 15:44:15,rendez-vous,약속
9300c5d0-fa41-45b8-bce4-8aa8fc1ecc26,2025-03-24 17:04:05,renommé connue,유명
631e5d91-9c04-4e45-9c82-78adb2c33697,2025-03-27 15:39:51,repas occidental,양식
4c70e60d-8a80-46e3-bcf6-b3c6e6aeec05,2025-03-29 13:16:42,retourner,돌아오다
8e8c7971-99a0-4b05-a4d4-faec40ea9248,2025-03-25 20:55:47,reçu,영준중
58de8c2f-dbf7-4475-b408-b8b4445d3074,2025-03-26 16:20:58,sans réfléchir,함부로
b4e05ec7-b04b-4f2b-bc63-1d33e1afeb8d,2025-03-28 14:40:44,santé,건강
fbec226b-1b20-4ee5-a0d6-aadf8ec61908,2025-03-25 21:18:30,se couvrir,쓰다
98f824ae-b0c7-428d-82f1-c415fc0ee0d5,2025-03-25 21:44:21,se séparer de qn / qc,헤어지다
c810e394-f450-41dd-96e9-362b1867e13e,2025-03-26 16:04:28,signification,뜻
4f01e88b-58aa-4120-a5cd-9783ad4d1397,2025-03-26 16:13:13,siège non fumeur,금연석
bed53c2e-b0cf-4235-abff-4145f0b17237,2025-03-25 21:00:40,sortir,나가다
849307c0-75f4-4e65-b5cd-a689d3ae1b48,2025-03-24 20:02:31,sortir de,나오다
8930d046-d53c-482f-a5ed-c7d8d88e33a3,2025-03-24 20:26:06,spécial,특
694f8057-5621-4450-b3b1-03d1bd6be267,2025-03-28 14:40:36,station,역
9c0aceef-212e-4324-8ce3-0d98078554fa,2025-03-13 15:44:40,table,테이블
e6caac27-4ad7-4b6b-90fc-f49d3545bbf1,2025-03-25 20:56:52,tard,늦게
f969cb63-99c0-41e9-a389-e2c04bbe31df,2025-03-28 14:39:49,tendance,경향
b293655a-5020-4050-bc61-b1003519e0c1,2025-03-24 20:03:03,théâtre,극장
12d8d608-633e-4b6e-86d9-2795bd9e4f1e,2025-03-27 15:29:32,toit,지붕
18e2dd54-4637-4323-8c92-7eecae74c30e,2025-03-27 15:31:10,toit de tuiles,기와지붕
c6ec9b58-06ec-4d6c-b577-c452955e8056,2025-03-25 21:29:47,tomber,내리다
f494ef73-3593-4dea-a590-d816e3b6b5d9,2025-03-24 20:19:53,toujours,항상
dae62774-efd9-43c2-a4ef-0b9dd9c2c2a7,2025-03-25 21:28:09,toujours,늘
26842981-f379-4b49-92fb-b5c7dae24c70,2025-03-24 20:13:20,toujours,언제나
b4c25fee-897e-40ce-999c-24becf1dbfc7,2025-03-25 21:35:59,tous les jours,매일
b9e2e528-0988-4a9a-8329-8decdb2ed5d8,2025-03-25 21:36:15,tous les jours,날마다
655ed583-c2ba-4bdb-8b90-dbcd550ce6bd,2025-03-25 21:17:00,tout de même,그래도
e6f21bd0-1c77-468e-b616-6137f936fc5f,2025-03-24 20:07:31,tout à l'heure,아까
e49d412d-9164-4899-b48d-f31fe94abb69,2025-03-29 13:20:03,tout-à-l'heure,이따가
8c057b52-8411-40f1-a841-560ed9e681fe,2025-03-27 15:19:28,tradition,전통
6ff5f072-37d9-4594-978e-37a9381418aa,2025-03-28 14:37:20,trottoir,인도
50ae8784-5144-4f4c-b338-297e480294d3,2025-03-27 15:32:14,très,무척
87ce7bc1-793e-412a-a271-fb3ebbeaed9f,2025-03-27 15:28:26,tuile,기와
20dd37c9-bd15-41bf-a75b-976055ba784f,2025-03-25 21:22:36,tâches ménagères,집안일
a6eb51f6-e32c-4519-a16d-b9528099edc9,2025-03-28 14:38:17,télescope,망원경
7609206a-4161-458e-a78d-bc4ecab15f5d,2025-03-28 14:37:56,téléphone,전화
f5e2e8f1-4180-4c3e-b83b-d2dc8b445bf4,2025-03-25 21:40:53,un instant,잠깐
e65fc97c-72e6-4db6-a315-c4620f17de0f,2025-03-24 17:11:58,uniform scolaire,교복
a89a035c-d835-4b22-8585-7f2ce795f137,2025-03-25 21:26:40,utilisation,이용
393b64b8-f7c1-4b06-9df9-6f72e483d549,2025-03-25 21:01:18,utilisation,사용
d8816927-65e6-42d6-a816-3006e0caeb75,2025-03-25 21:30:28,venir,내리다
b6388760-991b-481e-b15a-bf883eeff562,2025-03-25 21:47:31,ville natale,고향
fcb9111c-75cf-42b4-a61f-e970c719c9c4,2025-03-28 17:49:48,visiter,구경하다
de572aa1-12a0-435c-a267-45e722e74573,2025-03-26 16:04:03,zone,구역
2cc9fe02-e054-4d9a-a1bf-2dbaea830c14,2025-03-25 21:12:41,à destination de (particule),으로 (particule)
b1c21ed7-02b9-4adc-bf5d-d218b85e61a4,2025-03-25 21:21:45,à l'exception de,말고
5e2c74b0-7545-464e-98dd-39049cc8b829,2025-03-24 20:25:02,à l'instant,금방
a911cc34-bbd5-4849-b9a6-9adef214ebfd,2025-03-25 21:17:34,écrire,쓰다
3819c068-cc70-43f3-8c1f-71af85fe147c,2025-03-27 15:42:24,époque,시대
7d1f340f-2608-494c-81a4-e35c38296b0c,2025-03-25 21:01:31,époux,남편
4fd5b181-81e9-4ccd-8c12-869a87f7cfaf,2025-03-25 21:37:20,être,계시다
f4ebd5fb-4645-43c4-923d-df7da2e7162d,2025-03-24 17:06:24,être different,다르다
d29a466c-ab40-439a-8061-7b5a3ed3afb9,2025-03-27 15:33:45,être magnifique,아름답다
68e5a8a4-5c56-45a3-902e-01bd136f8fb8,2025-03-27 15:43:11,être à la mode,유행하다
66236b6f-d351-415c-b396-25da7cae975d,2025-03-26 16:08:23,être écrit,쓰이다
